"Title","Hull","Class %23","Hull %23","COM Date","TYCOM","FLT","Last Insp Date","Sked Next Inspection","Months from Last Insp/MI","OVERDUE REASON","Overdue_OLD","ACTIVE/INACTIVE","Battle Force","HomePort","UIC","NVR","Waivers","Remarks","AT Date","FCT Date","CT DATE","GMI","MI / SMART 1","MI / SMART 2","MI / SMART 3","MI / SMART 4","MI / SMART 5","MI / SMART 6","MI / SMART 7","MI / SMART 8","MI / SMART 9","MI / SMART 10","Survey","NEP","IT","C51","C51","AT2","C51","C51","FC2","MCI 1","PRT","DECOM Date","SCHEDULED","OVERDUE","CURRENT ORFP PHASE","PHASE MI Scheduled In","CONCERNS/RISKS","Ship Folder"
"RHODE ISLAND","[""SSBN""]","[""SSBN 726""]","SSBN 740","7/8/1994 9:00 PM","[""CSL""]",,"12/11/2022 9:00 PM","3/29/2026 9:00 PM","34","[""2""]",,"[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21682","[""LANT""]",,,,,,,"6/22/2000 9:00 PM","6/14/2007 9:00 PM","8/7/2008 9:00 PM","4/3/2014 9:00 PM","3/6/2019 9:00 PM","12/11/2022 9:00 PM",,,,,,,,,,,,,,,,,"YES",,,,,
"MAINE","[""SSBN""]","[""SSBN 726""]","SSBN 741","7/28/1995 9:00 PM","[""CSP""]",,"8/6/2023 9:00 PM",,"26","[""2""]",,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21826","[""PAC""]",,,,,,,"9/11/2000 9:00 PM","10/25/2007 9:00 PM","5/13/2010 9:00 PM","7/28/2016 9:00 PM","8/7/2019 9:00 PM","8/6/2023 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"WYOMING","[""SSBN""]","[""SSBN 726""]","SSBN 742","7/12/1996 9:00 PM","[""CSL""]",,"8/13/2023 9:00 PM",,"26","[""2""]",,"[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21846","[""LANT""]",,,,,,,"11/4/2010 9:00 PM","5/10/2017 9:00 PM","12/17/2020 9:00 PM","8/13/2023 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"LOUISIANA","[""SSBN""]","[""SSBN 726""]","SSBN 743","9/5/1997 9:00 PM","[""CSP""]",,"1/24/2024 9:00 PM",,"20","[""2""]",,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21861","[""PAC""]",,,,,"8/6/1997 9:00 PM",,"8/5/2004 9:00 PM","2/24/2011 9:00 PM","5/12/2011 9:00 PM","5/3/2018 9:00 PM","1/24/2024 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"DISTRICT OF COLUMBIA","[""SSBN""]","[""SSBN 826""]","SSBN 826",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]",,"[""UNDER CONSTRUCTION""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"WISCONSIN","[""SSBN""]","[""SSBN 826""]","SSBN 827",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]",,"[""ORDERED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NO NAME","[""SSBN""]","[""SSBN 826""]","SSBN 828",,,,,,,,"OVERDUE",,,"[""GROTON, CT""]",,"[""PLANNED""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"OHIO","[""SSGN""]","[""SSGN 726""]","SSGN 726","11/10/1981 9:00 PM","[""CSP""]",,"11/14/2021 9:00 PM",,"47","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21036","[""PAC""]",,"RECYCLE FY26",,,,,"5/4/2000 9:00 PM","2/2/2006 9:00 PM","11/8/2007 9:00 PM","4/10/2014 9:00 PM","11/14/2021 9:00 PM",,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"MICHIGAN","[""SSGN""]","[""SSGN 726""]","SSGN 727","9/10/1982 9:00 PM","[""CSP""]",,"5/23/2022 9:00 PM",,"41",,"OVERDUE",,"[""YES""]","[""BANGOR, WA""]","21037","[""PAC""]",,"RECYCLE FY28",,,,,"11/29/2001 9:00 PM","12/8/2016 9:00 PM","5/23/2022 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"FLORIDA","[""SSGN""]","[""SSGN 726""]","SSGN 728","6/17/1983 9:00 PM","[""CSL""]",,"3/27/2022 9:00 PM",,"42","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21038","[""LANT""]",,"RECYCLE FY27",,,,,"5/11/2006 9:00 PM","9/27/2007 9:00 PM","7/11/2013 9:00 PM","3/27/2022 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"GEORGIA","[""SSGN""]","[""SSGN 726""]","SSGN 729","2/10/1984 9:00 PM","[""CSL""]",,"11/13/2022 9:00 PM",,"35","[""2""]",,"[""ACTIVE""]","[""YES""]","[""KINGS BAY, GA""]","21039","[""LANT""]",,"RECYCLE FY28",,,,,"11/12/1998 9:00 PM","4/29/2004 9:00 PM","8/19/2010 9:00 PM","4/8/2018 9:00 PM","11/13/2022 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"SEAWOLF","[""SSN""]","[""SSN 21""]","SSN 21","7/18/1997 9:00 PM","[""CSP""]",,"1/30/2025 9:00 PM",,"8","[""2""]",,"[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","21834","[""PAC""]",,"RECYCLE FY30",,,"6/26/1997 9:00 PM",,"5/24/2007 9:00 PM","6/21/2012 9:00 PM","6/13/2019 9:00 PM","1/30/2025 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"CONNECTICUT","[""SSN""]","[""SSN 21""]","SSN 22","12/10/1998 9:00 PM","[""CSP""]",,"8/9/2012 9:00 PM",,"158","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""BREMERTON, WA""]","21859","[""PAC""]",,,,,,,"11/5/1998 9:00 PM","7/27/2006 9:00 PM","1/6/2011 9:00 PM","3/1/2017 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"JIMMY CARTER","[""SSN""]","[""SSN 21""]","SSN 23","2/18/2005 9:00 PM","[""CSP""]",,"10/13/2021 9:00 PM",,"48","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""BANGOR, WA""]","41718","[""PAC""]",,,,,"12/16/2004 9:00 PM","6/2/2005 9:00 PM","3/31/2011 9:00 PM","10/13/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BREMERTON","[""SSN""]","[""SSN 688""]","SSN 698","3/27/1981 9:00 PM",,,"11/7/2018 9:00 PM","11/7/2018 9:00 PM","83",,"OVERDUE","[""INACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21428","[""PAC""]",,"LSA FY23",,,,,"6/12/1997 9:00 PM","10/4/2001 9:00 PM","10/26/2006 9:00 PM","12/20/2012 9:00 PM","11/7/2018 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"JACKSONVILLE","[""SSN""]","[""SSN 688""]","SSN 699","4/30/1981 9:00 PM",,,"1/6/2019 9:00 PM","1/6/2019 9:00 PM","81",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","21900","[""INACTIVE""]",,,,,,,"9/17/1998 9:00 PM","6/29/2006 9:00 PM","8/9/2007 9:00 PM","10/16/2011 9:00 PM","1/6/2019 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"LA JOLLA","[""SSN""]","[""SSN 688""]","SSN 701","10/23/1981 9:00 PM",,,"1/16/2019 9:00 PM","1/16/2019 9:00 PM","81",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PHILADELPHIA, PA""]","23156","[""INACTIVE""]",,,,,,,"2/17/2000 9:00 PM","1/16/2019 9:00 PM",,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"ALBUQUERQUE","[""SSN""]","[""SSN 688""]","SSN 706","5/20/1983 9:00 PM",,,"6/20/2019 9:00 PM","6/20/2019 9:00 PM","76",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21101","[""PAC""]",,"RECYCLE 28FEB23",,,,,"11/30/2000 9:00 PM","10/18/2007 9:00 PM","6/20/2013 9:00 PM","6/20/2019 9:00 PM",,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SAN FRANCISCO","[""SSN""]","[""SSN 688""]","SSN 711","4/23/1981 10:00 PM",,,"10/27/2019 9:00 PM",,"71",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""BREMERTON, WA""]","21100","[""PAC""]",,"RECYCLE 8FEB23",,,,,"6/8/2000 9:00 PM","10/19/2006 9:00 PM","12/8/2011 9:00 PM","10/27/2019 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"BUFFALO","[""SSN ""]","[""SSN 688""]","SSN 715","11/4/1983 9:00 PM",,,"11/6/2019 9:00 PM","11/6/2019 9:00 PM","71",,"OVERDUE","[""INACTIVE""]","[""YES""]","[""NORFOLK, VA""]","21389","[""LANT""]",,"LSA FY23",,,,,"8/30/2001 9:00 PM","3/24/2005 9:00 PM","8/6/2009 9:00 PM","2/10/2016 9:00 PM","11/6/2019 9:00 PM",,,,,,,,,,,,,,,,,"1/29/2019 9:00 PM","YES","OVERDUE",,,,
"OLYMPIA","[""SSN""]","[""SSN 688""]","SSN 717","11/16/1984 9:00 PM",,,"10/28/2020 9:00 PM",,"59",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PHILADELPHIA, PA""]","21400","[""INACTIVE""]",,,"6/18/1987 9:00 PM","11/29/1987 9:00 PM",,,"8/27/1992 9:00 PM","1/23/1997 9:00 PM","12/11/2003 9:00 PM","4/30/2009 9:00 PM","7/23/2014 9:00 PM","8/21/2019 9:00 PM",,,,,"10/28/2020 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"PROVIDENCE","[""SSN""]","[""SSN 688""]","SSN 719","7/26/1985 9:00 PM",,,"3/17/2021 9:00 PM","9/21/2001 9:00 PM","55",,"OVERDUE","[""INACTIVE""]","[""Support Force""]",,"21091","[""LANT""]",,"FMS 30SEP22",,,,,,,,,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"PITTSBURGH","[""SSN""]","[""SSN 688""]","SSN 720","11/22/1985 9:00 PM",,,"3/30/2021 9:00 PM",,"54",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","20127","[""INACTIVE""]",,,"11/19/2009 9:00 PM","11/19/2014 9:00 PM",,,"11/17/2019 9:00 PM",,,,,,,,,,"3/30/2021 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"CHICAGO","[""SSN""]","[""SSN 688""]","SSN 721","9/26/1986 9:00 PM",,,"6/3/2021 9:00 PM",,"52",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","20126","[""INACTIVE""]",,,"8/21/2008 9:00 PM","5/24/2012 9:00 PM",,,"7/17/2019 9:00 PM",,,,,,,,,,"6/3/2021 9:00 PM",,,,,,,,,,,,"NO","OVERDUE",,,,
"KEY WEST","[""SSN""]","[""SSN 688""]","SSN 722","9/11/1987 9:00 PM",,,"10/17/2021 9:00 PM",,"48",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21656","[""INACTIVE""]",,,,,,,"8/30/2001 9:00 PM","2/4/2007 9:00 PM","3/1/2012 9:00 PM","7/11/2018 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"OKLAHOMA CITY","[""SSN""]","[""SSN 688""]","SSN 723","7/8/1988 9:00 PM",,,"10/24/2021 9:00 PM",,"47",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""SAN DIEGO, CA""]","20131","[""INACTIVE""]",,,"8/22/2013 9:00 PM","6/5/2014 9:00 PM",,,"12/12/2018 9:00 PM",,,,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"LOUISVILLE","[""SSN""]","[""SSN 688""]","SSN 724","11/7/1986 9:00 PM",,,"10/24/2021 9:00 PM",,"47",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PHILADELPHIA, PA""]","21218","[""INACTIVE""]",,,,,,,"4/10/1997 9:00 PM","8/8/2002 9:00 PM","7/12/2007 9:00 PM","3/2/2016 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"HELENA","[""SSN""]","[""SSN 688""]","SSN 725","7/10/1987 9:00 PM",,,"8/11/2011 9:00 PM","8/11/2011 9:00 PM","170",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21367","[""PAC""]",,"INACTIVE, RECYCLE FY25",,,,,"6/10/1999 9:00 PM","8/10/2006 9:00 PM","8/11/2011 9:00 PM",,,,,,,,,,,,,,,,,,,"9/30/2024 9:00 PM","YES","OVERDUE",,,,
"NEWPORT NEWS","[""SSN""]","[""SSN 688""]","SSN 750","6/2/1989 9:00 PM","[""CSL""]",,"7/18/2024 9:00 PM",,"15","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","21411","[""LANT""]",,"RECYCLE FY26",,,,,"6/7/2001 9:00 PM","7/31/2008 9:00 PM","7/30/2014 9:00 PM","9/6/2021 9:00 PM","7/18/2024 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"SAN JUAN","[""SSN""]","[""SSN 688""]","SSN 751","8/5/1988 9:00 PM",,,"12/5/2021 9:00 PM",,"46",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21829","[""INACTIVE""]",,"RECYCLE",,,,,"10/2/1997 9:00 PM","6/27/2002 9:00 PM","4/20/2006 9:00 PM","8/29/2013 9:00 PM","8/28/2019 9:00 PM",,,,,,,,,,,,,,,,,"8/11/2024 9:00 PM","NO","OVERDUE",,,,
"PASADENA","[""SSN""]","[""SSN 688""]","SSN 752","2/10/1989 9:00 PM","[""CSL""]",,"2/12/2020 9:00 PM","2/12/2020 9:00 PM","68","[""2""]","OVERDUE","[""ACTIVE""]","[""NO""]","[""NORFOLK, VA""]","21413","[""PAC""]",,"RECYCLE FY25",,,,,"2/14/2002 9:00 PM","3/13/2014 9:00 PM","2/12/2020 9:00 PM",,,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"ALBANY","[""SSN""]","[""SSN 688""]","SSN 753","4/6/1990 9:00 PM","[""CSL""]",,"10/25/2023 9:00 PM",,"23","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","21462","[""LANT""]",,"RECYCLE FY29",,,,,"10/14/1999 9:00 PM","2/6/2003 9:00 PM","7/9/2009 9:00 PM","2/27/2019 9:00 PM","10/25/2023 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"TOPEKA","[""SSN""]","[""SSN 688""]","SSN 754","10/20/1989 9:00 PM","[""CSP""]",,"9/11/2022 9:00 PM","9/11/2022 9:00 PM","37",,"OVERDUE","[""INACTIVE""]","[""NO""]","[""PEARL HARBOR, HI""]","21463","[""PAC""]",,"HPC to BREMERTON 4DEC24 / 
RECYCLE FY25",,,,,"10/10/2002 9:00 PM","4/8/2010 9:00 PM","5/14/2015 9:00 PM","9/11/2022 9:00 PM",,,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"SCRANTON","[""SSN""]","[""SSN 688""]","SSN 756","1/25/1991 9:00 PM","[""CSP""]",,"8/5/2021 9:00 PM",,"50","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21464","[""PAC""]",,"RECYCLE FY26",,,,,"12/18/2003 9:00 PM","8/5/2010 9:00 PM","12/14/2016 9:00 PM","8/5/2021 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"ALEXANDRIA","[""SSN ""]","[""SSN 688""]","SSN 757","6/28/1991 9:00 PM","[""CSP""]",,"7/15/2021 9:00 PM",,"51","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21465","[""PAC""]",,"RECYCLE FY26",,,"3/6/2003 9:00 PM",,"1/14/2010 9:00 PM","12/10/2015 9:00 PM","7/15/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"ASHEVILLE","[""SSN""]","[""SSN 688""]","SSN 758","9/27/1991 9:00 PM","[""CSP""]",,"1/22/2023 9:00 PM",,"33","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GUAM""]","21466","[""PAC""]",,"RECYCLE FY28",,,,,"8/21/2003 9:00 PM","10/15/2009 9:00 PM","10/17/2018 9:00 PM","1/22/2023 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"JEFFERSON CITY","[""SSN""]","[""SSN 688""]","SSN 759","2/28/1992 9:00 PM","[""CSP""]",,"1/11/2024 9:00 PM",,"21","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","21605","[""PAC""]",,"RECYCLE FY30",,,,,"7/16/1997 9:00 PM","9/16/2004 9:00 PM","5/5/2011 9:00 PM","8/27/2020 9:00 PM","1/11/2024 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"ANNAPOLIS","[""SSN""]","[""SSN 688""]","SSN 760","4/10/1992 9:00 PM","[""CSP""]",,"6/8/2025 9:00 PM",,"4","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21690","[""PAC""]",,"RECYCLE FY27",,,,,"7/1/2004 9:00 PM","3/10/2011 9:00 PM","8/3/2017 9:00 PM","6/8/2025 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"SPRINGFIELD","[""SSN""]","[""SSN 688""]","SSN 761","1/8/1993 9:00 PM","[""CSL""]",,"3/19/2023 9:00 PM",,"31","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GUAM""]","21691","[""PAC""]",,"RECYCLE FY30",,,,,"10/16/1997 9:00 PM","3/30/2006 9:00 PM","3/8/2012 9:00 PM","12/5/2019 9:00 PM","3/19/2023 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"COLUMBUS","[""SSN""]","[""SSN 688""]","SSN 762","7/23/1993 9:00 PM","[""CSP""]",,"5/2/2013 9:00 PM",,"149","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NEWPORT NEWS, VA""]","21692","[""PAC""]",,,,,,,"10/21/1999 9:00 PM","3/8/2007 9:00 PM","5/2/2013 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"SANTA FE","[""SSN""]","[""SSN 688""]","SSN 763","1/7/1994 9:00 PM","[""CSP""]",,"8/22/2024 9:00 PM",,"14","[""2""]",,"[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21693","[""PAC""]",,,,,,,"2/4/1999 9:00 PM","7/15/2004 9:00 PM","6/26/2008 9:00 PM","5/15/2014 9:00 PM","7/18/2019 9:00 PM","8/22/2024 9:00 PM",,,,,,,,,,,,,,,,,"NO",,,,,
"BOISE","[""SSN""]","[""SSN 688""]","SSN 764","11/6/1992 9:00 PM","[""CSL""]",,"5/31/2016 9:00 PM",,"112","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","21761","[""LANT""]",,,,,,,"8/14/1997 9:00 PM","3/3/2005 9:00 PM","4/14/2011 9:00 PM","5/31/2016 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"MONTPELIER","[""SSN""]","[""SSN 688""]","SSN 765","3/12/1993 9:00 PM","[""CSL""]",,"9/29/2021 9:00 PM",,"48",,"OVERDUE",,"[""YES""]","[""PORTSMOUTH, NH""]","21762","[""LANT""]",,,,,,,"10/9/1997 9:00 PM","3/25/2004 9:00 PM","9/15/2005 9:00 PM","6/14/2012 9:00 PM","9/29/2021 9:00 PM",,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"CHARLOTTE","[""SSN""]","[""SSN 688""]","SSN 766","9/15/1994 9:00 PM","[""CSP""]",,"4/10/2022 9:00 PM",,"42","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","21763","[""PAC""]",,,,,,,"10/7/1998 9:00 PM","2/7/2008 9:00 PM","6/17/2015 9:00 PM","4/10/2022 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"HAMPTON","[""SSN""]","[""SSN 688""]","SSN 767","11/5/1993 9:00 PM","[""CSP""]",,"8/15/2022 9:00 PM",,"38","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""SAN DIEGO, CA""]","21764","[""LANT""]",,,,,,,"7/28/1999 9:00 PM","7/20/2006 9:00 PM","10/25/2012 9:00 PM","1/17/2019 9:00 PM","8/15/2022 9:00 PM",,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"HARTFORD","[""SSN""]","[""SSN 688""]","SSN 768","12/9/1994 9:00 PM","[""CSL""]",,"9/11/2014 9:00 PM",,"133","[""1"",""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","21806","[""LANT""]",,,,,,,"4/21/1999 9:00 PM","1/12/2006 9:00 PM","9/13/2007 9:00 PM","4/21/2011 9:00 PM","9/10/2014 9:00 PM",,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"TOLEDO","[""SSN""]","[""SSN 688""]","SSN 769","2/23/1995 9:00 PM","[""CSL""]",,"9/25/2025 9:00 PM",,"0","[""1"",""2""]",,"[""ACTIVE""]","[""YES""]","[""PORTSMOUTH, NH""]","21807","[""LANT""]",,,,,,,"6/17/1999 9:00 PM","11/17/2005 9:00 PM","1/21/2010 9:00 PM","6/19/2014 9:00 PM","9/25/2025 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"TUCSON","[""SSN""]","[""SSN 688""]","SSN 770","8/17/1995 9:00 PM","[""CSP""]",,"3/31/2024 9:00 PM",,"18","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","21816","[""PAC""]",,,,,,,"7/26/2001 9:00 PM","5/13/2015 9:00 PM","8/19/2020 9:00 PM","3/31/2024 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"COLUMBIA","[""SSN""]","[""SSN 688""]","SSN 771","10/8/1995 9:00 PM","[""CSP""]",,"10/17/2021 9:00 PM","11/30/2025 9:00 PM","48","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","21817","[""PAC""]",,,,,,,"3/2/2000 9:00 PM","6/30/2005 9:00 PM","12/18/2008 9:00 PM","10/1/2015 9:00 PM","10/17/2021 9:00 PM",,,,,,,,,,,,,,,,,,"YES","OVERDUE",,,,
"GREENEVILLE","[""SSN""]","[""SSN 688""]","SSN 772","2/15/1996 9:00 PM","[""CSP""]",,"3/6/2025 9:00 PM",,"7","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PORTSMOUTH, NH""]","21831","[""PAC""]",,"HPC to SDGO 1APR24",,,,,"2/3/2000 9:00 PM","5/5/2005 9:00 PM","12/17/2009 9:00 PM","5/20/2015 9:00 PM","3/6/2025 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"CHEYENNE","[""SSN""]","[""SSN 688""]","SSN 773","9/12/1996 9:00 PM","[""CSP""]",,"5/9/2021 9:00 PM",,"53","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""PORTSMOUTH, NH""]","21832","[""PAC""]",,,,,,,"10/30/2003 9:00 PM","1/28/2010 9:00 PM","6/16/2016 9:00 PM","5/9/2021 9:00 PM",,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"VIRGINIA","[""SSN""]","[""SSN 774""]","SSN 774","10/22/2004 9:00 PM","[""CSL""]",,"12/14/2023 9:00 PM","12/14/2026 9:00 PM","22","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","23013","[""LANT""]",,,,,"10/7/2004 9:00 PM","11/3/2005 9:00 PM","3/13/2008 9:00 PM","10/18/2012 9:00 PM","5/24/2018 9:00 PM","12/14/2023 9:00 PM",,,,,,,,,,,,,,,,,,,"YES",,,,,
"TEXAS","[""SSN""]","[""SSN 774""]","SSN 775","9/8/2006 9:00 PM","[""CSL""]",,"5/22/2025 9:00 PM",,"5","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PORTSMOUTH, NH""]","23028","[""PAC""]",,"Homeport shift to Groton, CT MAR 25",,,"6/15/2006 9:00 PM","1/18/2007 9:00 PM","7/16/2009 9:00 PM","9/24/2014 9:00 PM","5/22/2025 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO",,,,,
"HAWAII","[""SSN""]","[""SSN 774""]","SSN 776","5/4/2007 9:00 PM","[""CSP""]",,"8/29/2021 9:00 PM",,"49","[""2""]","OVERDUE","[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","23159","[""PAC""]",,,,,"12/21/2006 9:00 PM",,"5/20/2010 9:00 PM","1/17/2018 9:00 PM","8/29/2021 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO","OVERDUE",,,,
"NORTH CAROLINA","[""SSN""]","[""SSN 774""]","SSN 777","5/2/2008 9:00 PM","[""CSP""]",,"4/23/2023 9:00 PM",,"30","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","23190","[""PAC""]",,,,,"2/14/2008 9:00 PM",,"6/3/2010 9:00 PM","12/17/2014 9:00 PM","5/22/2019 9:00 PM","4/23/2023 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"NEW HAMPSHIRE","[""SSN""]","[""SSN 774""]","SSN 778","10/24/2008 9:00 PM","[""CSL""]",,"2/26/2025 9:00 PM",,"7","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","23172","[""LANT""]",,,,,"10/22/2009 9:00 PM",,"2/10/2011 9:00 PM","9/3/2015 9:00 PM","11/21/2019 9:00 PM","2/26/2025 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"NEW MEXICO","[""SSN""]","[""SSN 774""]","SSN 779","3/26/2010 9:00 PM","[""CSL""]",,"11/12/2023 9:00 PM",,"23","[""2""]",,"[""ACTIVE""]","[""YES""]","[""NORFOLK, VA""]","23183","[""LANT""]",,,,,"12/21/2009 9:00 PM",,"12/15/2011 9:00 PM","7/19/2017 9:00 PM","3/11/2020 9:00 PM","11/12/2023 9:00 PM",,,,,,,,,,,,,,,,,,,"NO",,,,,
"MISSOURI","[""SSN""]","[""SSN 774""]","SSN 780","7/30/2010 9:00 PM","[""CSP""]",,"10/23/2024 9:00 PM",,"12","[""2""]",,"[""ACTIVE""]","[""YES""]","[""PEARL HARBOR, HI""]","20002","[""PAC""]",,,,,"7/22/2010 9:00 PM",,"1/10/2011 9:00 PM","4/5/2012 9:00 PM","8/16/2016 9:00 PM","10/15/2020 9:00 PM","10/23/2024 9:00 PM",,,,,,,,,,,,,,,,,,"NO",,,,,
"CALIFORNIA","[""SSN""]","[""SSN 774""]","SSN 781","10/28/2011 9:00 PM","[""CSL""]",,"12/12/2024 9:00 PM",,"10","[""2""]",,"[""ACTIVE""]","[""YES""]","[""GROTON, CT""]","20079","[""LANT""]",,,,,"7/28/2011 9:00 PM",,"6/13/2013 9:00 PM","6/29/2017 9:00 PM","12/12/2024 9:00 PM",,,,,,,,,,,,,,,,,,,,"NO",,,,,
